id;extracted_data_id;zeile_inhalt;zeile_inhalt_orig;regex_pattern;quell_tabelle;quell_feld;Hit_Platz;Hit_StartNr;Hit_Zeit;zeile_inhalt_Typ;gefunden_am
887;970;Jan Maximilian Lyre (06);Jan Maximilian Lyre (06);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.128219
888;972;Bjarne Schäfer (05);Bjarne Schäfer (05);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.128225
889;976;Pierre Hacker (05);Pierre Hacker (05);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.128232
890;978;Conrad von Wallmoden (05);Conrad von Wallmoden (05);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.128239
891;980;Joshua Hau (05);Joshua Hau (05);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.128245
892;982;Patrick Adam (06);Patrick Adam (06);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.128251
893;986;Petar Carkic (06);Petar Carkic (06);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.128257
894;988;Gerard Oliver Martinez (06);Gerard Oliver Martinez (06);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.128263
895;995;Julian Grohmann (07), Piet Schmitt (08);Julian Grohmann (07), Piet Schmitt (08);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.128270
896;997;David Heim (07), Noah Amadeo Möhl (08);David Heim (07), Noah Amadeo Möhl (08);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.128277
897;999;Henrik Schäfer (08), Lukas Brauer (08);Henrik Schäfer (08), Lukas Brauer (08);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.128283
898;1012;Marie Gelbert (06)[WRV], Charlotte Johnson (06)[FRGG];Marie Gelbert (06)[WRV], Charlotte Johnson (06)[FRGG];\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.128292
899;1014;Roslyn Walshe (05), Paulina Holzhauser (05);Roslyn Walshe (05), Paulina Holzhauser (05);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.128298
900;1016;Jacqueline Reitz (06), Jara Herbert (05);Jacqueline Reitz (06), Jara Herbert (05);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.128304
901;1020;Francesca Garijo (06), Lena Kirchner (05);Francesca Garijo (06), Lena Kirchner (05);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.128311
902;1022;Elisa Burau (07), Ida Janssen (05);Elisa Burau (07), Ida Janssen (05);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.128317
903;1024;Meaghan Snyman (05), Lili Kunze (08);Meaghan Snyman (05), Lili Kunze (08);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.128324
904;1028;Jasmin Stapf (05), Mara Buchwald (06);Jasmin Stapf (05), Mara Buchwald (06);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.128330
905;1030;Marina Streit (06), Mia Theis (05);Marina Streit (06), Mia Theis (05);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.128336
906;1032;Lara Buseck (05), Leni Lefevre (07);Lara Buseck (05), Leni Lefevre (07);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.128343
907;1038;Jakob Rastetter (05), Simon Gimplinger (06);Jakob Rastetter (05), Simon Gimplinger (06);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.128350
908;1040;Keno Salzmann (05), Alvar Flöter (05);Keno Salzmann (05), Alvar Flöter (05);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.128357
909;1042;Philipp Ehls (07), Harry Legat (06);Philipp Ehls (07), Harry Legat (06);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.128363
910;1044;Anton Gerner (05), Jonas Frei (05);Anton Gerner (05), Jonas Frei (05);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.128369
911;1048;Elija Izzo (06)[WSVO], Clemens König (05)[RCNH];Elija Izzo (06)[WSVO], Clemens König (05)[RCNH];\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.128376
912;1050;Lennart Holly (05)[GRCH], Gerrit Gutberlet (05)[MRV];Lennart Holly (05)[GRCH], Gerrit Gutberlet (05)[MRV];\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.128383
913;1052;Niko Urbach (08), Lukas Scheuren (06);Niko Urbach (08), Lukas Scheuren (06);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.128390
914;1056;Jakob Völger (06), Sebastian Scheppert (06);Jakob Völger (06), Sebastian Scheppert (06);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.128397
915;1058;Samuel Klaussner (05), Paul Ponyiczky (05);Samuel Klaussner (05), Paul Ponyiczky (05);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.128404
916;1065;Holger Will (69), Rebecca Will (76);Holger Will (69), Rebecca Will (76);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.128411
917;1067;Ulf Meyer (69), Michaela Hiemer (88);Ulf Meyer (69), Michaela Hiemer (88);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.128417
918;1076;Helena Schwemler (07);Helena Schwemler (07);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.128424
919;1078;Jil Spitzenberger (07);Jil Spitzenberger (07);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.128430
920;1082;Karla Friedrich (08);Karla Friedrich (08);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.128437
921;1084;Amelie Ponyiczky (07);Amelie Ponyiczky (07);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.128443
922;1086;Fabienne Fitz (07);Fabienne Fitz (07);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.128449
923;1090;Dora Hacker (07);Dora Hacker (07);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.128455
924;1092;Emma Ortlieb (08);Emma Ortlieb (08);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.128461
925;1100;Marcel Schilling (10), Raul Schiera (09), Antonin Dickel (09), Nikita Lukauskas (09), St.;Marcel Schilling (10), Raul Schiera (09), Antonin Dickel (09), Nikita Lukauskas (09), St.;\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.128469
926;1101;Adam Kandora (09);Adam Kandora (09);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.128475
927;1103;Matis Falcone (09), Konstantin Muthesius (09), Erik Eichmeyer (09), Maximilian Carl Eugen;Matis Falcone (09), Konstantin Muthesius (09), Erik Eichmeyer (09), Maximilian Carl Eugen;\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.128482
928;1104;Preuße (09), St. Emil Eichmeyer (11);Preuße (09), St. Emil Eichmeyer (11);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.128489
929;1112;Marie Gelbert (06)[WRV], Charlotte Johnson (06)[FRGG], Alvar Flöter (05)[FRGG], Keno;Marie Gelbert (06)[WRV], Charlotte Johnson (06)[FRGG], Alvar Flöter (05)[FRGG], Keno;\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.128497
930;1113;Salzmann (05)[FRGG];Salzmann (05)[FRGG];\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.128503
931;1115;Jacqueline Reitz (06)[HRCH], Jara Herbert (05)[HRCH], Tobias Strangemann (05)[RVD],;Jacqueline Reitz (06)[HRCH], Jara Herbert (05)[HRCH], Tobias Strangemann (05)[RVD],;\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.128510
932;1116;Johannes Benien (05)[RVD];Johannes Benien (05)[RVD];\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.128516
933;1118;Samuel Klaussner (05), Marian Wentz (06), Mara Buchwald (06), Clara Fischer (05);Samuel Klaussner (05), Marian Wentz (06), Mara Buchwald (06), Clara Fischer (05);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.128523
934;1130;Wilhelm Kaidel (07);Wilhelm Kaidel (07);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.128531
935;1132;Leonard Steinweg (08);Leonard Steinweg (08);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.128537
936;1134;Kenan Dogu Okul (08);Kenan Dogu Okul (08);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.128543
937;1138;Philipp Ehls (07);Philipp Ehls (07);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.128549
938;1140;Jakob Leonhard Dettmar (07);Jakob Leonhard Dettmar (07);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.128556
939;1142;Robert Gomer (08);Robert Gomer (08);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.128562
940;1146;Timm Runtemund (07);Timm Runtemund (07);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.128568
941;1148;Lian Meo (08);Lian Meo (08);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.128574
942;1150;Theo Zeller (07);Theo Zeller (07);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.128580
943;1154;Aron Hattwig (08);Aron Hattwig (08);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.128586
944;1156;Niko Urbach (08);Niko Urbach (08);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.128592
945;1158;Noel Maxim Heid (08);Noel Maxim Heid (08);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.128598
946;1162;Karsten Walshe (08);Karsten Walshe (08);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.128604
947;1164;Luka Herget (08);Luka Herget (08);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.128610
948;1166;Pacal Mundt (08);Pacal Mundt (08);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.128615
949;1174;Moritz Nultsch (04);Moritz Nultsch (04);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.128622
950;1176;Ben Sprenger (05);Ben Sprenger (05);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.128628
951;1178;Gerrit Gutberlet (05);Gerrit Gutberlet (05);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.128634
952;1182;Christoph Dübler (02);Christoph Dübler (02);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.128641
953;1184;Lukas Jürgens (04);Lukas Jürgens (04);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.128647
954;1195;Erik Eichmeyer (09), Maximilian Carl Eugen Preuße (09);Erik Eichmeyer (09), Maximilian Carl Eugen Preuße (09);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.128655
955;1197;Antonin Dickel (09), Nikita Lukauskas (09);Antonin Dickel (09), Nikita Lukauskas (09);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.128662
956;1199;Nils Fennig (09), Noah Seemann (09);Nils Fennig (09), Noah Seemann (09);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.128668
957;1203;Fabian Behm (10), Bruno Jung (10);Fabian Behm (10), Bruno Jung (10);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.128674
958;1205;Marcel Schilling (10), Fabian Albin (10);Marcel Schilling (10), Fabian Albin (10);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.128681
959;1209;Konstantin Muthesius (09), Matis Falcone (09);Konstantin Muthesius (09), Matis Falcone (09);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.128688
960;1211;Jurek Balzer (10), Oskar Maria Dietrich (10);Jurek Balzer (10), Oskar Maria Dietrich (10);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.128694
961;1213;Lukas Schäfer (10), Luis Schecker (09);Lukas Schäfer (10), Luis Schecker (09);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.128701
962;1217;Kian Frank (09), Dorian Vanjorek (09);Kian Frank (09), Dorian Vanjorek (09);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.128707
963;1219;Moritz Malik (10), Henry Schelm (10);Moritz Malik (10), Henry Schelm (10);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.128714
964;1221;Linus Rothenbücher (10), Aeneas Rydryck (10);Linus Rothenbücher (10), Aeneas Rydryck (10);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.128720
965;1230;Greta Meyer (08);Greta Meyer (08);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.128727
966;1232;Victoria Schäfer (07);Victoria Schäfer (07);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.128736
967;1234;Lilith Ludwig (08);Lilith Ludwig (08);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.128742
968;1238;Lara Stumpf (08);Lara Stumpf (08);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.128749
969;1240;Leni Lefevre (07);Leni Lefevre (07);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.128755
970;1242;Yasmine Dhraief (07);Yasmine Dhraief (07);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.128761
971;1246;Lili Kunze (08);Lili Kunze (08);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.128767
972;1248;Sarah Huzu (07);Sarah Huzu (07);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.128773
973;1261;Joana Pätz (09)[SRR Schill], Anela Kopalla (09)[SRR Schill], Emilia Kratz (09)[SRR Schill],;Joana Pätz (09)[SRR Schill], Anela Kopalla (09)[SRR Schill], Emilia Kratz (09)[SRR Schill],;\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.128782
974;1262;Helena Noemi Tibitanzl (10)[FRGG], St. Emil Eichmeyer (11)[FRGG];Helena Noemi Tibitanzl (10)[FRGG], St. Emil Eichmeyer (11)[FRGG];\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.128789
975;1264;Frida Bischof (09), Danica Guertin (09), Anna Clarenz (09), Teresa Wahl (09), St. Hannah;Frida Bischof (09), Danica Guertin (09), Anna Clarenz (09), Teresa Wahl (09), St. Hannah;\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.128797
976;1265;Nikolow (10);Nikolow (10);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.128803
977;1270;Julius Klein (07);Julius Klein (07);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.128809
978;1272;Harry Legat (06), Nils Miron Heid (05);Harry Legat (06), Nils Miron Heid (05);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.128816
979;1274;Jakob Völger (06)[RCM], Jonas Hartmann (05)[MRV];Jakob Völger (06)[RCM], Jonas Hartmann (05)[MRV];\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.128822
980;1281;Caroline Joris (97);Caroline Joris (97);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.128829
981;1283;Katharina Golüke (90);Katharina Golüke (90);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.128835
982;1287;Hannah Schneider (96);Hannah Schneider (96);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.128842
983;1289;Mirjam Beitz (99);Mirjam Beitz (99);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.128847
984;1293;Celina Grunwald (04);Celina Grunwald (04);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.128854
985;1295;Lara Buseck (05);Lara Buseck (05);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.128860
986;1306;Ole Dzieia (11);Ole Dzieia (11);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.128867
987;1308;Felix Moser (11);Felix Moser (11);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.128873
988;1310;Theo Jahn (11);Theo Jahn (11);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.128879
989;1314;Thorolf Stiel (11);Thorolf Stiel (11);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.128885
990;1316;Noah Plötz (11);Noah Plötz (11);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.128891
991;1318;Tom Herz (11);Tom Herz (11);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.128897
992;1322;Quirin Hüser (11);Quirin Hüser (11);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.128903
993;1324;Samuel Hattwig (11);Samuel Hattwig (11);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.128909
994;1326;Constantin Maier (11);Constantin Maier (11);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.128916
995;1328;Max Schmehl (11);Max Schmehl (11);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.128922
996;1332;Luis Specht (11);Luis Specht (11);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.128928
997;1334;Simon Fliedner (12);Simon Fliedner (12);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.128934
998;1336;Joshua Lipke (11);Joshua Lipke (11);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.128940
999;1340;Wilhelm Grabowski (12);Wilhelm Grabowski (12);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.128946
1000;1342;Friedrich Vaerst (12);Friedrich Vaerst (12);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.128952
1001;1344;Max Hoppe (12);Max Hoppe (12);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.128958
1002;1352;Christopher Wippich (89);Christopher Wippich (89);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.128964
1003;1354;Olaf Mordhorst (88);Olaf Mordhorst (88);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.128970
1004;1358;Tobias Murch (82);Tobias Murch (82);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.128976
1005;1360;Dirk Heller (68);Dirk Heller (68);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.128982
1006;1362;Torsten Jenek (82);Torsten Jenek (82);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.128988
1007;1373;Isabel Jörg (11);Isabel Jörg (11);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.128995
1008;1375;Magalie Möhl (12);Magalie Möhl (12);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.129001
1009;1377;Luca Marie Thomae (12);Luca Marie Thomae (12);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.129007
1010;1386;Helena Noemi Tibitanzl (10);Helena Noemi Tibitanzl (10);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.129014
1011;1388;Hannah Nikolow (10);Hannah Nikolow (10);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.129020
1012;1390;Sophie Tuchscherer (10);Sophie Tuchscherer (10);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.129026
1013;1394;Laura Untiveros Ramirez (10);Laura Untiveros Ramirez (10);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.129032
1014;1396;Johanna Dill (10);Johanna Dill (10);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.129038
1015;1404;Lena Kirchner (05);Lena Kirchner (05);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.129045
1016;1406;Meaghan Snyman (05);Meaghan Snyman (05);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.129051
1017;1410;Jasmin Stapf (05);Jasmin Stapf (05);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.129057
1018;1412;Lara Buseck (05);Lara Buseck (05);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.129063
1019;1414;Julie Dickel (06);Julie Dickel (06);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.129068
1020;1416;Leni Lefevre (07);Leni Lefevre (07);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.129074
1021;1427;Wiebke Hanack (98)[FRGB], Ole Hanack (04)[HRCH];Wiebke Hanack (98)[FRGB], Ole Hanack (04)[HRCH];\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.129082
1022;1429;Hannah Schneider (96), Victor Lukesch-Benkmann (92);Hannah Schneider (96), Victor Lukesch-Benkmann (92);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.129089
1023;1431;Franziska Stamer (00), Marlon Welsch (99);Franziska Stamer (00), Marlon Welsch (99);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.129095
1024;1435;Andreas Thiem (82)[RCM], Iris Slaghuis (98)[DRCI];Andreas Thiem (82)[RCM], Iris Slaghuis (98)[DRCI];\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.129103
1025;1437;Lisa Bügers (92), Jacob Kramer (97);Lisa Bügers (92), Jacob Kramer (97);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.129109
1026;1439;Laura Teresa Cirigliano (98), Simon Stratthaus (95);Laura Teresa Cirigliano (98), Simon Stratthaus (95);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.129116
1027;1443;Marlene Zukunft (04)[FRC 84], Alvar Flöter (05)[FRGG];Marlene Zukunft (04)[FRC 84], Alvar Flöter (05)[FRGG];\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.129124
1028;1445;Marina Streit (06)[FRC 84], Leonhard Galczinsky (04)[SGW];Marina Streit (06)[FRC 84], Leonhard Galczinsky (04)[SGW];\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.129130
1029;1450;Soraya Tadrowski (09);Soraya Tadrowski (09);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.129137
1030;1452;Franka Wilhelm (09);Franka Wilhelm (09);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.129143
1031;1457;Emma Ortlieb (08), Karla Friedrich (08);Emma Ortlieb (08), Karla Friedrich (08);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.129149
1032;1459;Michèle Müller (07), Fabienne Fitz (07);Michèle Müller (07), Fabienne Fitz (07);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.129156
1033;1466;Noah Heinzel (04), Moritz Nultsch (04);Noah Heinzel (04), Moritz Nultsch (04);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.129163
1034;1468;Christopher Wippich (89), Luke Löwe (02);Christopher Wippich (89), Luke Löwe (02);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.129170
