ID;zeile_inhalt;zeile_inhalt_orig;extracted_data_id;zeile_inhalt_ohne_treffer;Verein_DRVID;Verein;gefunden_am
624;1 Rgm. / am Main-Bürgel 01:34.49 1;1 Rgm. Hanauer RG/ WSV Offenbach am Main-Bürgel 01:34.49 1;1720;1 Rgm. / am Main-Bürgel 01:34.49 1;11627;Hanauer RG;2025-11-29 07:36:36
625;2 Rgm. / 01:37.30 2;2 Rgm. Marburger RV/ Frankfurter RG Borussia 01:37.30 2;1723;2 Rgm. / 01:37.30 2;11636;Marburger RV;2025-11-29 07:36:36
626;1 Rgm. / 01:46.77 8;1 Rgm. Gießener RC Hassia/ DRC Ingolstadt 01:46.77 8;1808;1 Rgm. / 01:46.77 8;11106;DRC Ingolstadt;2025-11-29 07:36:36
627;1 Rgm. / am Main-Bürgel 01:41.99 4;1 Rgm. RC Möve Grossauheim/ WSV Offenbach am Main-Bürgel 01:41.99 4;1848;1 Rgm. / am Main-Bürgel 01:41.99 4;11642;WSV Offenbach;2025-11-29 07:36:36
628;2 Rgm. / 01:43.63 3;2 Rgm. Frankfurter RG Borussia/ RC Aschaffenburg 01:43.63 3;1850;2 Rgm. / 01:43.63 3;11101;RC Aschaffenburg;2025-11-29 07:36:36
629;1 Rgm. / / Frankfurter RC/ Frankfurter RG 01:26.51 2;1 Rgm. Hanauer RC Hassia/ Frankfurter RG Oberrad/ Frankfurter RC/ Frankfurter RG 01:26.51 2;1872;1 Rgm. / / Frankfurter RC/ Frankfurter RG 01:26.51 2;11626;Hanauer RC Hassia;2025-11-29 07:36:36
630;2 Rgm. / / DRC Ingolstadt/ Gießener R.G. 01:29.92 3;2 Rgm. RC Möve Grossauheim/ Frankfurter RG Borussia/ DRC Ingolstadt/ Gießener R.G. 01:29.92 3;1876;2 Rgm. / / DRC Ingolstadt/ Gießener R.G. 01:29.92 3;11625;RC Möve Grossauheim;2025-11-29 07:36:36
631;1 Rgm. / 01:34.27 1;1 Rgm. Ruderclub Zellingen v. 1946 e.V./ Würzburger Ruderverein Bayern von 1875/1905 e.V. 01:34.27 1;1888;1 Rgm. / 01:34.27 1;11132;Ruderclub Zellingen v. 1946 e.V.;2025-11-29 07:36:36
632;2 Rgm. / 01:35.55 2;2 Rgm. Hanauer RG/ Mühlheimer RV 01:35.55 2;1890;2 Rgm. / 01:35.55 2;11627;Hanauer RG;2025-11-29 07:36:36
633;2 Rgm. / 01:36.23 5;2 Rgm. RV Hellas Offenbach/ Flörsheimer RV 01:36.23 5;1898;2 Rgm. / 01:36.23 5;11606;Flörsheimer RV;2025-11-29 07:36:37
634;1 Rgm. / 01:40.32 2;1 Rgm. Frankfurter RG Germania/ Weilburger RV 01:40.32 2;1968;1 Rgm. / 01:40.32 2;11646;Weilburger RV;2025-11-29 07:36:37
635;2 Rgm. / 01:37.05 4;2 Rgm. Marburger RV/ Gießener RC Hassia 01:37.05 4;1989;2 Rgm. / 01:37.05 4;11636;Marburger RV;2025-11-29 07:36:37
636;1 Rgm. am Main-Bürgel/ 01:35.81 6;1 Rgm. WSV Offenbach am Main-Bürgel/ Nassovia Höchst 01:35.81 6;1995;1 Rgm. am Main-Bürgel/ 01:35.81 6;11642;WSV Offenbach;2025-11-29 07:36:37
637;1 Rgm. / 01:29.05 1;1 Rgm. Frankfurter RG Germania/ Weilburger RV 01:29.05 1;2049;1 Rgm. / 01:29.05 1;11646;Weilburger RV;2025-11-29 07:36:37
638;2 Rgm. / 01:46.24 1;2 Rgm. Frankfurter RG Germania/ SRR Schillerschule Frankfurt 01:46.24 1;156;2 Rgm. / 01:46.24 1;11610;Frankfurter RG Germania;2025-11-29 07:36:47
639;1 Rgm. / 01:36.03 7;1 Rgm. Frankfurter RC/ Frankfurter RG Germania 01:36.03 7;374;1 Rgm. / 01:36.03 7;11616;Frankfurter RC;2025-11-29 07:36:48
640;2 Rgm. / 01:38.56 9;2 Rgm. Frankfurter RC/ SG Wiking 01:38.56 9;376;2 Rgm. / 01:38.56 9;11643;SG Wiking;2025-11-29 07:36:48
641;3 Rgm. / 01:48.86 8;3 Rgm. RG Wetzlar/ WSV Hellas Gießen 01:48.86 8;378;3 Rgm. / 01:48.86 8;11647;RG Wetzlar;2025-11-29 07:36:48
642;1 Rgm. / 01:38.70 3;1 Rgm. RC Möve Grossauheim/ Mühlheimer RV 01:38.70 3;465;1 Rgm. / 01:38.70 3;11637;Mühlheimer RV;2025-11-29 07:36:48
643;1 Rgm. / / WSV Offenbach am Main-Bürgel 01:42.54 2;1 Rgm. Nassovia Höchst/ Limburger ClfW/ WSV Offenbach am Main-Bürgel 01:42.54 2;476;1 Rgm. / / WSV Offenbach am Main-Bürgel 01:42.54 2;11635;Limburger ClfW;2025-11-29 07:36:48
644;2 Rgm. / 01:42.80 4;2 Rgm. Frankfurter RG Borussia/ RC Aschaffenburg 01:42.80 4;499;2 Rgm. / 01:42.80 4;11101;RC Aschaffenburg;2025-11-29 07:36:48
645;4 Rgm. / 01:40.83 4;4 Rgm. Hanauer RC Hassia/ Hanauer RG 01:40.83 4;574;4 Rgm. / 01:40.83 4;11627;Hanauer RG;2025-11-29 07:36:48
646;1 Rgm. / 01:49.78 1;1 Rgm. RV Hellas Offenbach/ Limburger ClfW 01:49.78 1;634;1 Rgm. / 01:49.78 1;11635;Limburger ClfW;2025-11-29 07:36:48
647;2 Rgm. / / RG Wetzlar 01:26.52 1;2 Rgm. Marburger RV/ Gießener RC Hassia/ RG Wetzlar 01:26.52 1;643;2 Rgm. / / RG Wetzlar 01:26.52 1;11636;Marburger RV;2025-11-29 07:36:48
648;1 Rgm. / 01:26.30 6;1 Rgm. Hanauer RC Hassia/ RV Dorsten 01:26.30 6;650;1 Rgm. / 01:26.30 6;11922;RV Dorsten;2025-11-29 07:36:48
649;2 Rgm. / 01:34.91 4;2 Rgm. RC Möve Grossauheim/ Mühlheimer RV 01:34.91 4;653;2 Rgm. / 01:34.91 4;11637;Mühlheimer RV;2025-11-29 07:36:48
650;1 Rgm. / 01:25.05 3;1 Rgm. RC Möve Grossauheim/ Frankfurter RG Borussia 01:25.05 3;718;1 Rgm. / 01:25.05 3;11625;RC Möve Grossauheim;2025-11-29 07:36:48
651;2 Rgm. / 01:48.29 1;2 Rgm. Ruder-Gesellschaft HANSA e.V./ Limburger ClfW 01:48.29 1;833;2 Rgm. / 01:48.29 1;11635;Limburger ClfW;2025-11-29 07:36:48
652;3 Rgm. / 01:48.65 7;3 Rgm. Frankfurter RG Borussia/ Gießener RC Hassia 01:48.65 7;835;3 Rgm. / 01:48.65 7;11622;Gießener RC Hassia;2025-11-29 07:36:48
653;2 Rgm. / 01:27.24 1;2 Rgm. Ruder-Gesellschaft HANSA e.V./ Limburger ClfW 01:27.24 1;901;2 Rgm. / 01:27.24 1;11635;Limburger ClfW;2025-11-29 07:36:48
654;3 Rgm. / 01:38.21 2;3 Rgm. Hanauer RG/ RC Möve Grossauheim 01:38.21 2;904;3 Rgm. / 01:38.21 2;11627;Hanauer RG;2025-11-29 07:36:48
655;1 Rgm. / 01:36.89 1;1 Rgm. RC Möve Grossauheim/ Frankfurter RG Borussia 01:36.89 1;914;1 Rgm. / 01:36.89 1;11625;RC Möve Grossauheim;2025-11-29 07:36:48
656;2 Rgm. / 01:40.04 2;2 Rgm. WSV Hellas Gießen/ RV Kurhessen-Cassel 01:40.04 2;916;2 Rgm. / 01:40.04 2;11623;WSV Hellas Gießen;2025-11-29 07:36:48
657;2 Rgm. / 01:38.00 1;2 Rgm. Hanauer RG/ Mühlheimer RV 01:38.00 1;923;2 Rgm. / 01:38.00 1;11627;Hanauer RG;2025-11-29 07:36:48
658;1 Rgm. / 01:40.12 4;1 Rgm. RV Hellas Offenbach/ Flörsheimer RV 01:40.12 4;929;1 Rgm. / 01:40.12 4;11606;Flörsheimer RV;2025-11-29 07:36:48
659;1 Rgm. / 01:40.98 1;1 Rgm. Frankfurter RG Germania/ Weilburger RV 01:40.98 1;1011;1 Rgm. / 01:40.98 1;11646;Weilburger RV;2025-11-29 07:36:48
660;1 Rgm. am Main-Bürgel/ 01:35.33 8;1 Rgm. WSV Offenbach am Main-Bürgel/ Nassovia Höchst 01:35.33 8;1047;1 Rgm. am Main-Bürgel/ 01:35.33 8;11642;WSV Offenbach;2025-11-29 07:36:48
661;2 Rgm. / 01:35.61 6;2 Rgm. Marburger RV/ Gießener RC Hassia 01:35.61 6;1049;2 Rgm. / 01:35.61 6;11636;Marburger RV;2025-11-29 07:36:48
662;1 Rgm. / 01:27.48 1;1 Rgm. Frankfurter RG Germania/ Weilburger RV 01:27.48 1;1111;1 Rgm. / 01:27.48 1;11646;Weilburger RV;2025-11-29 07:36:48
663;2 Rgm. / 01:29.88 3;2 Rgm. Hanauer RC Hassia/ RV Dorsten 01:29.88 3;1114;2 Rgm. / 01:29.88 3;11922;RV Dorsten;2025-11-29 07:36:48
664;1 Rgm. / 01:44.25 1;1 Rgm. Frankfurter RG Germania/ SRR Schillerschule Frankfurt 01:44.25 1;1260;1 Rgm. / 01:44.25 1;11610;Frankfurter RG Germania;2025-11-29 07:36:48
665;3 Rgm. / 01:45.97 3;3 Rgm. RC Möve Grossauheim/ Mühlheimer RV 01:45.97 3;1273;3 Rgm. / 01:45.97 3;11637;Mühlheimer RV;2025-11-29 07:36:48
666;1 Rgm. / 01:34.59 1;1 Rgm. Hanauer RC Hassia/ Frankfurter RG Borussia 01:34.59 1;1426;1 Rgm. / 01:34.59 1;11626;Hanauer RC Hassia;2025-11-29 07:36:48
667;1 Rgm. / 01:40.36 8;1 Rgm. DRC Ingolstadt/ RC Möve Grossauheim 01:40.36 8;1434;1 Rgm. / 01:40.36 8;11106;DRC Ingolstadt;2025-11-29 07:36:48
668;1 Rgm. / 01:36.24 4;1 Rgm. Frankfurter RC/ Frankfurter RG Germania 01:36.24 4;1442;1 Rgm. / 01:36.24 4;11616;Frankfurter RC;2025-11-29 07:36:48
669;2 Rgm. / 01:38.92 7;2 Rgm. Frankfurter RC/ SG Wiking 01:38.92 7;1444;2 Rgm. / 01:38.92 7;11643;SG Wiking;2025-11-29 07:36:48
670;1 Rgm. / 01:37.08 3;1 Rgm. RC Möve Grossauheim/ Mühlheimer RV 01:37.08 3;1514;1 Rgm. / 01:37.08 3;11637;Mühlheimer RV;2025-11-29 07:36:48
671;3 Rgm. / 01:37.10 3;3 Rgm. RC Möve Grossauheim/ Mühlheimer RV 01:37.10 3;1644;3 Rgm. / 01:37.10 3;11637;Mühlheimer RV;2025-11-29 07:36:48
672;1 Rgm. / / RG Wetzlar 01:26.69 4;1 Rgm. Marburger RV/ Gießener RC Hassia/ RG Wetzlar 01:26.69 4;1649;1 Rgm. / / RG Wetzlar 01:26.69 4;11636;Marburger RV;2025-11-29 07:36:48
673;2 Rgm. am Main-Bürgel/ 01:29.51 5;2 Rgm. WSV Offenbach am Main-Bürgel/ Nassovia Höchst 01:29.51 5;1652;2 Rgm. am Main-Bürgel/ 01:29.51 5;11642;WSV Offenbach;2025-11-29 07:36:48
674;2 Rgm. RG Wetzlar/ Marburger RV/ / 01:19.91 4;2 Rgm. RG Wetzlar/ Marburger RV/ Gießener R.G./ Gießener RC Hassia 01:19.91 4;1709;2 Rgm. RG Wetzlar/ Marburger RV/ / 01:19.91 4;11624;Gießener R.G.;2025-11-29 07:36:48
675;3 Rgm. / 01:20.92 2;3 Rgm. RC Möve Grossauheim/ Frankfurter RG Borussia 01:20.92 2;1712;3 Rgm. / 01:20.92 2;11625;RC Möve Grossauheim;2025-11-29 07:36:48
676;1 Rgm. / am Main-Bürgel 01:34.49 1;1 Rgm. Hanauer RG/ WSV Offenbach am Main-Bürgel 01:34.49 1;1720;1 Rgm. / am Main-Bürgel 01:34.49 1;11627;Hanauer RG;2025-11-29 07:36:48
677;2 Rgm. / 01:37.30 2;2 Rgm. Marburger RV/ Frankfurter RG Borussia 01:37.30 2;1723;2 Rgm. / 01:37.30 2;11636;Marburger RV;2025-11-29 07:36:48
678;1 Rgm. / 01:46.77 8;1 Rgm. Gießener RC Hassia/ DRC Ingolstadt 01:46.77 8;1808;1 Rgm. / 01:46.77 8;11106;DRC Ingolstadt;2025-11-29 07:36:48
679;1 Rgm. / am Main-Bürgel 01:41.99 4;1 Rgm. RC Möve Grossauheim/ WSV Offenbach am Main-Bürgel 01:41.99 4;1848;1 Rgm. / am Main-Bürgel 01:41.99 4;11642;WSV Offenbach;2025-11-29 07:36:48
680;2 Rgm. / 01:43.63 3;2 Rgm. Frankfurter RG Borussia/ RC Aschaffenburg 01:43.63 3;1850;2 Rgm. / 01:43.63 3;11101;RC Aschaffenburg;2025-11-29 07:36:48
681;1 Rgm. / / Frankfurter RC/ Frankfurter RG 01:26.51 2;1 Rgm. Hanauer RC Hassia/ Frankfurter RG Oberrad/ Frankfurter RC/ Frankfurter RG 01:26.51 2;1872;1 Rgm. / / Frankfurter RC/ Frankfurter RG 01:26.51 2;11626;Hanauer RC Hassia;2025-11-29 07:36:48
682;2 Rgm. / / DRC Ingolstadt/ Gießener R.G. 01:29.92 3;2 Rgm. RC Möve Grossauheim/ Frankfurter RG Borussia/ DRC Ingolstadt/ Gießener R.G. 01:29.92 3;1876;2 Rgm. / / DRC Ingolstadt/ Gießener R.G. 01:29.92 3;11625;RC Möve Grossauheim;2025-11-29 07:36:48
683;1 Rgm. / 01:34.27 1;1 Rgm. Ruderclub Zellingen v. 1946 e.V./ Würzburger Ruderverein Bayern von 1875/1905 e.V. 01:34.27 1;1888;1 Rgm. / 01:34.27 1;11132;Ruderclub Zellingen v. 1946 e.V.;2025-11-29 07:36:48
684;2 Rgm. / 01:35.55 2;2 Rgm. Hanauer RG/ Mühlheimer RV 01:35.55 2;1890;2 Rgm. / 01:35.55 2;11627;Hanauer RG;2025-11-29 07:36:48
685;2 Rgm. / 01:36.23 5;2 Rgm. RV Hellas Offenbach/ Flörsheimer RV 01:36.23 5;1898;2 Rgm. / 01:36.23 5;11606;Flörsheimer RV;2025-11-29 07:36:48
686;1 Rgm. / 01:40.32 2;1 Rgm. Frankfurter RG Germania/ Weilburger RV 01:40.32 2;1968;1 Rgm. / 01:40.32 2;11646;Weilburger RV;2025-11-29 07:36:48
687;2 Rgm. / 01:37.05 4;2 Rgm. Marburger RV/ Gießener RC Hassia 01:37.05 4;1989;2 Rgm. / 01:37.05 4;11636;Marburger RV;2025-11-29 07:36:48
688;1 Rgm. am Main-Bürgel/ 01:35.81 6;1 Rgm. WSV Offenbach am Main-Bürgel/ Nassovia Höchst 01:35.81 6;1995;1 Rgm. am Main-Bürgel/ 01:35.81 6;11642;WSV Offenbach;2025-11-29 07:36:49
689;1 Rgm. / 01:29.05 1;1 Rgm. Frankfurter RG Germania/ Weilburger RV 01:29.05 1;2049;1 Rgm. / 01:29.05 1;11646;Weilburger RV;2025-11-29 07:36:49
690;1 Rgm. / / am Main-Bürgel 01:42.54 2;1 Rgm. Nassovia Höchst/ Limburger ClfW/ WSV Offenbach am Main-Bürgel 01:42.54 2;476;1 Rgm. / / am Main-Bürgel 01:42.54 2;11642;WSV Offenbach;2025-11-29 07:36:49
691;2 Rgm. / / 01:26.52 1;2 Rgm. Marburger RV/ Gießener RC Hassia/ RG Wetzlar 01:26.52 1;643;2 Rgm. / / 01:26.52 1;11647;RG Wetzlar;2025-11-29 07:36:49
692;1 Rgm. / / 01:26.69 4;1 Rgm. Marburger RV/ Gießener RC Hassia/ RG Wetzlar 01:26.69 4;1649;1 Rgm. / / 01:26.69 4;11647;RG Wetzlar;2025-11-29 07:36:49
693;2 Rgm. RG Wetzlar/ / / 01:19.91 4;2 Rgm. RG Wetzlar/ Marburger RV/ Gießener R.G./ Gießener RC Hassia 01:19.91 4;1709;2 Rgm. RG Wetzlar/ / / 01:19.91 4;11636;Marburger RV;2025-11-29 07:36:49
694;1 Rgm. / / / Frankfurter RG 01:26.51 2;1 Rgm. Hanauer RC Hassia/ Frankfurter RG Oberrad/ Frankfurter RC/ Frankfurter RG 01:26.51 2;1872;1 Rgm. / / / Frankfurter RG 01:26.51 2;11616;Frankfurter RC;2025-11-29 07:36:49
695;2 Rgm. / / / Gießener R.G. 01:29.92 3;2 Rgm. RC Möve Grossauheim/ Frankfurter RG Borussia/ DRC Ingolstadt/ Gießener R.G. 01:29.92 3;1876;2 Rgm. / / / Gießener R.G. 01:29.92 3;11106;DRC Ingolstadt;2025-11-29 07:36:49
