"PrimaryKey";"Verein_DRVID";"Verein";"Lettern";"Kurzident";"Kurzident2";"AnzahlKurzIdent";"ErstesVereinZeichen";"Knüpf";"Laenge"
1497;16404;"Realgymnasiumaler RC AEGIR";"RRCA";"aegir";"real";2;"R";"K";26
1498;11915;"RC Hansa von 1898 Dortmund";"RCHD";"hansa";"dortmu";2;"R";"K";26
1499;11525;"Ruderclub ""Phönix"" Harburg";"RCPH";"harburg";"phön";2;"R";"K";26
1500;11606;"Flörsheimer Ruderverein 08";"FRV";"flörsheimer";;1;"F";"K";26
1501;11826;"Ruder-Club Holzminden e.V.";"RCH";"Holzminden";;1;"R";"K";26
1502;15909;"RR Humboldt-Gymnasium Köln";"RRHGK";"Humboldt";"köln";2;"R";"K";26
1503;12039;"Ruderverein Zell e.V. 1921";"RVZ";"Zell";"1921";2;"R";"K";26
1504;15806;"RV Bismarckschule Hannover";"RVB";"Hannov";"bism";2;"R";"K";26
1505;11022;"Ruderclub Neptun Neckarelz";"RCN";"neck";"nept";2;"R";"K";26
1506;90006;"Bundesstützpunkt Magdeburg";"BSPM";"Magdeburg";"bundes";2;"B";"K";26
1507;12418;"Ruder-Club Neumünster e.V.";"RCN";"Neumünst";"club";2;"R";"K";26
1508;12037;"Ruder- und Kanu-Club Wörth";"RKCW";"Wörth";;1;"R";"K";26
1509;11954;"RTHC Bayer Leverkusen e.V.";"RTHC";"RTHC";;1;"R";"K";26
1510;11027;"Ruderclub Rheinfelden e.V.";"RCR";"Rheinf";;1;"R";"K";26
1511;11035;"Ulmer Ruderclub Donau e.V.";"URCD";"ulmer";;1;"U";"K";26
1512;12014;"Ruderverein Ingelheim 1920";"RVI";"Ingelheim";;1;"R";"K";26
1513;11005;"Ruderverein Esslingen e.V.";"RVE";"esslin";;1;"R";"K";26
1514;11838;"Ruder-Verein Nienburg e.V.";"RVN";"Nienburg";"verein";2;"R";"K";26
1515;11925;"Ruderriege ETUF Essen e.V.";"ETUF";"Essen";"riege";2;"R";"K";26
1516;11232;"Berliner RC Welle-Poseidon";"WePo";"berlin";"poseid";2;"B";"K";26
1517;88884;"Aviron Club Orléans Olivet";"ACOO";"Olivet";;1;"A";"K";26
1518;11126;"Tutzinger Ruderverein 1983";"TRV";"tutzi";;1;"T";"K";26
1519;15806;"RuderVerein Bismarckschule";"SRV Hannover";"Bismarckschule";"verein";2;"R";"K";26
1520;11927;"Steeler Ruder-Verein 1904";"SRV";"Steeler";;1;"S";"K";25
1521;40014;"Mannheimer Regatta-Verein";"MRegV";"Mannheim";"rega";2;"M";"K";25
1522;11952;"Kölner-Ruder-Club Köln 71";"KRC";"Kölner";"71";2;"K";"K";25
1523;12101;"Ruder-Club Saar 1885 e.V.";"RCS";"1885";"saar";2;"R";"K";25
1524;90003;"Bundesstützpunkt Dortmund";"BSP";"dortmun";"bundes";2;"B";"K";25
1525;11831;"Ruderverein Leer von 1903";"RVL";"Leer";"verein";2;"R";"K";25
1526;30012;"Landesruderverband Berlin";"LRVB";"berlin";"landes";2;"L";"K";25
1527;30020;"Ruderverband Südwest e.V.";"RV Südwest";"südw";"verband";2;"R";"K";25
1528;99145;"Schadow-Gymnasium, Berlin";;"berlin";"schadow";2;"S";"K";25
1529;11608;"Frankfurter RC Fechenheim";"FRCF";"Frankfurt";"fechenh";2;"F";"K";25
1530;11251;"Spree-Ruder-Club Köpenick";"SRCK";"Köpenic";"spree";2;"S";"K";25
1531;11827;"Ruderverein Hoya von 1926";"RVHoy";"Hoya";;1;"R";"K";25
1532;15501;"Hansa-Gymnasium Bergedorf";"HGB";"hansa";"berge";2;"H";"K";25
1533;11862;"RR Schaumburgia Bückeburg";"RRSB";"Schaumburg";"rr";2;"R";"K";25
1534;12030;"Saarburger Ruderclub 1925";"SRC";"Saarburger";;1;"S";"K";25
1535;40022;"Münsteraner Regattaverein";"MSReV";"Münster";"regv";2;"M";"K";25
1536;11230;"Frauen-Ruder-Club Wannsee";"FRCW";"frauen";"wan";2;"F";"K";25
1537;60016;"RR Humboldt-Uni zu Berlin";"HUniB";"berlin";"boldt-Uni";2;"R";"K";25
1538;99125;"Droste-Hülshoff-Gymnasium";"DHG";"Droste";;1;"D";"K";25
1539;40022;"Münsteraner Regattaverein";"MRV";"Münster";"regat";2;"M";"K";25
1540;11930;"Ruderverein Gelsenkirchen";"RVGE";"Gelsenkirchen";;1;"R";"K";25
1541;11823;"Mündener Ruderverein e.V.";"MünRV";"Mündener";;1;"M";"K";25
1542;15204;"RR des Rheingau-Gymnasium";"RRRG";"Rheingau";;1;"R";"K";25
1543;11203;"RR des Akad. TV zu Berlin";"ATVB";"Berlin";"akad";2;"R";"K";25
1544;11317;"RC Oberhavel Henningsdorf";"RCO";"Henningsd";"oberh";2;"R";"K";25
1545;11337;"SG Elektronik Kyritz e.V.";"SGEK";"Kyritz";;1;"S";"K";25
1546;11508;"Ruder-Club Dresdenia e.V.";"RCD";"Dresdenia";;1;"R";"K";25
1547;11215;"RVG Hellas-Titania Berlin";"RvgHTB";"hellas";"tit";2;"R";"K";25
1548;11304;"Rüdersdorfer RV Kalkberge";"RRVK";"Kalk";;1;"R";"K";25
1549;12215;"Torgauer Ruderverein e.V.";"TRV";"Torgauer";;1;"T";"K";25
1550;11142;"Rudersport-Club Rosenheim";"RCRH";"Rosenheim";;1;"R";"K";25
1551;12105;"Olympische RRugm. Südwest";"ORRS";"südw";"olymp";2;"O";"K";25
1552;12036;"Ruderverein Treviris 1921";"RVT";"Treviris";;1;"R";"K";25
1553;12410;"Ruderriege Ditmarsia Kiel";"ATVD";"Kiel";"ditm";2;"R";"K";25
1554;11136;"Waginger Ruderverein e.V.";"WRV";"Waging";;1;"W";"K";25
1555;11247;"SportClub Berlin-Köpenick";"SCBK";"berlin";"köpen";2;"S";"K";25
1556;11526;"Erster Coastal RC Hamburg";"ECRC Hamburg";"Hamburg";"costal";2;"E";"K";25
1557;12017;"Ruder- u. Kanuverein Konz";"RKVK";"Konz";"kanu";2;"R";"K";25
1558;11803;"RK Normannia Braunschweig";"RKN";"norman";;1;"R";"K";25
1559;11305;"Frankfurter RC (a.d.Oder)";"FRC v.1882";"Frankfurt";"oder";2;"F";"K";25
1560;11517;"Hamburger Ruderinnen-Club";"HRC";"Hamburg";"ruderinnen";2;"H";"K";25
1561;11107;"Ruder-Club Karlstadt 1928";"RCK";"karls";"club";2;"R";"K";25
1562;11517;"Hamburger Ruderinnen Club";"HRC";"Hamburg";;2;"H";"K";25
1563;40005;"Regattaverein Gießen e.V.";"RegVG";"Gießene";"regatta";2;"R";"K";25
1564;11248;"Ruderclub NARVA-Oberspree";"SGNB";"Oberspree";;1;"R";"K";25
1565;11332;"Ruderverein Mühlberg e.V.";"RVM";"Mühlberg";;1;"R";"K";25
1566;40017;"Regattaverein Niederrhein";"RVN";"Rhein";"nieder";2;"R";"K";25
1567;11111;"Ruderclub Lindau (B) e.V.";"RCL";"Lindau (B)";"lindau";2;"R";"K";25
1568;90011;"Bundesstützpunkt Hannover";"BSPH";"Hannov";"bundes";2;"B";"K";25
1569;30014;"Landesruderverband Bremen";"LRVB";"Bremen";"landes";2;"L";"K";25
1570;16405;"RR der Thomas-Mann-Schule";"RRTMS";"thomas";"schule";2;"R";"K";25
1571;11519;"Ruderverein Wandsbek e.V.";"RVW";"Wands";;1;"R";"K";25
1572;11930;"Ruderverein Gelsenkirchen";"RVG";"Gelsenkirchen";;1;"R";"K";25
1573;11951;"Uerdinger Ruder-Club e.V.";"URC";"Uerdinger";;1;"U";"K";25
1574;11978;"Hürther Rudergesellschaft";"HRG";"hürth";"gesell";2;"H";"K";25
1575;11857;"Verdener Ruderverein e.V.";"Verdener RV";"Verdener";;1;"V";"K";25
1576;11808;"RC Ernestinum-Hölty Celle";"RCEH";"Hölty";;1;"R";"K";25
1577;11604;"Ruderverein Eltville 1919";"RVE";"Eltville";;1;"R";"K";25
1578;12302;"Bernburger Ruderclub e.V.";"BRC";"Bernburger";;1;"B";"K";25
1579;11910;"Rudergemeinschaft Bottrop";"RugmB";"Bottrop";;1;"R";"K";25
1580;11243;"Ruder-Gemeinschaft Grünau";"RG Grünau";"Grünau";"gemein";2;"R";"K";25
1581;15208;"SRR Kant-Gymnasium Berlin";"SRRKGB";"berlin";"kant";2;"S";"K";25
1582;11243;"Ruder-Gemeinschaft Grünau";"RGG";"Grünau";"gemein";2;"R";"K";25
1583;11907;"Bonner Ruder-Gesellschaft";"BonRG";"Bonner";"gesell";2;"B";"K";25
1584;15601;"Berufliche Schule Arolsen";"BSA";"Arolsen";;1;"B";"K";25
1585;15612;"SRR Goethe-Schule Wetzlar";"SRRGSW";"Wetzlar";"goethe";2;"S";"K";25
1586;11104;"Ruderverein Erlangen 1911";"RVE";"Erlang";"verein";2;"R";"K";25
1587;99127;"Luise-Henriette-Gymnasium";"LHG";"Luise";"Henriette";2;"L";"K";25
1588;12022;"Mainzer Ruder-Verein 1878";"MRV";"Mainz";"verein";2;"M";"K";25
1589;11218;"Berliner Ruderclub Phönix";"BRPH";"Berlin";"phön";2;"B";"K";25
1590;11857;"Verdener Ruderverein e.V.";"VerRV";"Verdener";;1;"V";"K";25
1591;11029;"Stuttgart- Cannstatter RC";"StCRC";"Cannst";;1;"S";"K";25
1592;12022;"Mainzer Ruder-Verein e.V.";"MRV";"Mainz";"verein";2;"M";"K";25
1593;16401;"Gymnasium Athenaeum Stade";"GAS";"stade";"gymna";2;"G";"K";25
1594;11147;"Ruderfreunde Königswinkel";"RFK";"Königswink";;1;"R";"K";25
1595;11206;"Berliner RK Brandenburgia";"BRKB";"randenburgia";;1;"B";"K";25
1596;12209;"Dresdner Ruderverein e.V.";"DRV";"Dresdner";"verein";2;"D";"K";25
1597;11803;"Ruder-Klub Normannia e.V.";"RKN";"norman";;1;"R";"K";25
1598;11211;"Ruderverein Collegia 1895";"RV Collegia";"Collegia";;1;"R";"K";25
1599;13014;"Mannheimer Regatta-Verein";"MaRegV";"Mannheim";"rega";2;"M";"K";25
1600;15922;"RR Besselgymnasium Minden";"RRBM";"Bessel";"gymn";2;"R";"K";25
1601;11211;"Ruderverein Collegia 1895";"RVC";"Collegia";;1;"R";"K";25
1602;15817;"RR Angelaschule Osnabrück";"RRAO";"Osnabrück";"angela";2;"R";"K";25
1603;11036;"RG Ghibellinia Waiblingen";"RGGW";"Waibl";;1;"R";"K";25
1604;11950;"Crefelder Ruder-Club 1883";"CRC";"Crefeld";;1;"C";"K";25
1605;11907;"Bonner Ruder-Gesellschaft";"BRG";"Bonner";"gesell";2;"B";"K";25
1606;11503;"Ruder-Club Bergedorf e.V.";"RCB";"Bergedorf";"club";2;"R";"K";25
1607;12206;"Ruderclub Eilenburg e. V.";"RCE";"Eilenburg";;1;"R";"K";25
1608;11231;"Ruderklub am Wannsee e.V.";"RaW";"wan";"klub";2;"R";"K";25
1609;11817;"Rudergemeinschaft ANGARIA";"RugmA";"angaria";;1;"R";"K";25
1610;15111;"SRR des Ammersee-Gymnasim";"SSRAG";"Ammers";"gym";2;"S";"K";25
1611;12211;"RG Wiking im DHfK Leipzig";"SCDHfKL";"Leipzig";"Wiking";2;"R";"K";25
1612;11805;"Turn- und SV Bramsche RA";"TSVB";"Bramsche";"sv";2;"T";"K";24
1613;11922;"Ruderverein Dorsten e.V.";"RVD";"Dorsten";"verein";2;"R";"K";24
1614;11511;"Ruder-Gesellschaft HANSA";"RGH";"hansa";"gesell";2;"R";"K";24
1615;11915;"Ruderclub Hansa von 1898";"RCHD";"hansa";"1898";2;"R";"K";24
1616;11837;"Wassersportverein Meppen";"WSVM";"Meppen";;1;"W";"K";24
1617;11903;"Wassersportverein Honnef";"WSVH";"Honnef";;1;"W";"K";24
1618;50004;"SRV Nordrhein- Westfalen";"SRNRW";"westfal";"srv";2;"S";"K";24
1619;11234;"Rudergesellschaft Wiking";"RGWB";"wiking";"gesell";2;"R";"K";24
1620;50003;"SRV Rhein.-Westfälischer";"SRVRW";"Rhein";"srv";2;"S";"K";24
1621;11253;"Master Ruder Club Berlin";"MRCB";"berlin";"mast";2;"M";"K";24
1622;11912;"Ruderverein Datteln 1928";"RVD";"Datteln";;1;"R";"K";24
1623;11967;"Neusser Ruderverein e.V.";"NeuRV";"Neusse";;1;"N";"K";24
1624;11127;"Ruderclub Vilshofen 1913";"RCV";"Vilshof";;1;"R";"K";24
1625;12416;"Lübecker Ruder-Klub e.V.";"LRK";"Lübeck";"Klub";2;"L";"K";24
1626;11245;"Ruderclub Turbine Grünau";"RCTG";"Grünau";"turbi";2;"R";"K";24
1627;11132;"Ruderclub Zellingen e.V.";"RCZ";"zellin";;1;"R";"K";24
1628;11844;"Osnabrücker Ruder-Verein";"ORV";"Osnabrücke";"verein";2;"O";"K";24
1629;11226;"Ruder-Club Tegelort e.V.";"RCT";"tegel";"ort";2;"R";"K";24
1630;12404;"Ruderklub Flensburg e.V.";"RKF";"flens";;1;"R";"K";24
1631;15901;"SRC F.-E.-Gymnasium Bonn";"SRCFEGB";"bonn";"src";2;"S";"K";24
1632;11035;"Ulmer Ruder-Club 'Donau'";"URCD";"ulmer";;1;"U";"K";24
1633;11140;"Rudergemeinschaft Bayern";"RugmB";"bayern";"ruder";2;"R";"K";24
1634;11024;"Ruderclub Nürtingen 1921";"RCN";"Nürting";;1;"R";"K";24
1635;11042;"Turnverein Breisach 1877";"TVB";"Breisa";"turn";2;"T";"K";24
1636;11963;"Ruderverein Münster 1882";"RVM";"Münster";"1882";2;"R";"K";24
1637;11924;"Ruderklub am Baldeneysee";"RaB";"Baldeneysee";;1;"R";"K";24
1638;11839;"Nordenhamer RC Nordenham";"NRC";"Nordenha";;1;"N";"K";24
1639;99134;"Penzügyör Sportegyesület";;"Penzügyör";;1;"P";"K";24
1640;11306;"Ruder-Club Plaue (Havel)";"RCP";"plaue";;1;"R";"K";24
1641;12203;"Dresdner Ruder-Club 1902";"DRC";"Dresdner";"club";2;"D";"K";24
1642;11024;"Ruderclub Nürtingen e.V.";"RCN";"Nürting";;1;"R";"K";24
1643;12003;"Ruderverein Bad Ems e.V.";"RVBE";"Bad ems";;1;"R";"K";24
1644;11340;"Ruderverein Birkenwerder";"RVB";"Werder";"birken";2;"R";"K";24
1645;11966;"Ruderverein Monheim e.V.";"RVM";"Monheim";;1;"R";"K";24
1646;12009;"TRV Rhenania Bingen 1897";"TRVR";"Rhenania";"bing";2;"T";"K";24
1647;11951;"Uerdinger Ruderclub e.V.";"ÜRC";"Uerdinger";;1;"U";"K";24
1648;99139;"E.R.V. Beatrix Eindhoven";;"Beatrix";"eindh";2;"E";"K";24
1649;12411;"Rudervereinigung Kappeln";"RVK";"Kappeln";;1;"R";"K";24
1650;12015;"Post-Sportverein Koblenz";"PSVK";"Koblenz";"post";2;"P";"K";24
1651;11402;"Bremer Ruder-Verein 1882";"BRV";"bremer";"verein";2;"B";"K";24
1652;11650;"Schulruderzentrum Kassel";"SRZ";"Kassel";"Schulruderz";2;"S";"K";24
1653;15917;"RR Ratsgymnasium Münster";"RRRM";"Münster";"ratsg";2;"R";"K";24
1654;11123;"Schweinfurter RC Franken";"SRCF";"Schwein";;1;"S";"K";24
1655;90013;"BSP Saarbrücken/Breisach";"BSPSB";"Breisa";"bsp";2;"B";"K";24
1656;11908;"Bonner Ruder-Verein 1882";"BRV";"Bonner";"1882";2;"B";"K";24
1657;11220;"Pro Sport Berlin 24 e.V.";"PSB 24";"Berlin";"pro";2;"P";"K";24
1658;11965;"Bessel-Ruder-Club Minden";"BSRM";"Bessel";"mind";2;"B";"K";24
1659;99967;"Takon Soutajat, Finnland";;"Takon";"finn";2;"T";"K";24
1660;11611;"Frankfurter RC Griesheim";"FRCG";"Frankfurt";"griesh";2;"F";"K";24
1661;90004;"Bundesstützpunkt Dresden";"BSPD";"dresden";"bundes";2;"B";"K";24
1662;12031;"Rudergesellschaft Speyer";"RGS";"Speyer";;1;"R";"K";24
1663;90017;"Bundesstützpunkt Potsdam";"BSTPP";"Potsdam";"bundes";2;"B";"K";24
1664;11114;"Postsportverein Mühldorf";"PSVM";"Mühldorf";"Post";2;"P";"K";24
1665;11039;"RRugm. Baden-Württemberg";"RRugmBW";"rrugm";"Baden";2;"R";"K";24
1666;11238;"Berliner-Ruder-Club Ägir";"BRCÄ";"berlin";"aegir";2;"B";"K";24
1667;11626;"Hanauer Ruderclub Hassia";"HRCH";"Hanau";"has";2;"H";"K";24
1668;11041;"Mannheimer Regattaverein";"MRG";"Mann";"Rega";2;"m";"k";24
1669;30011;"Bayerischer Ruderverband";"BRV";"Bayerischer";;1;"B";"K";24
1670;12303;"Hallescher RV ""Böllberg""";"HRBN";"böll";;1;"H";"K";24
1671;11208;"Berliner Ruder-Club e.V.";"BRC";"Berlin";"Ruder-club";2;"B";"K";24
1672;11137;"Schleissheimer Ruderclub";"SRC";"Schleissheimer";;1;"S";"K";24
1673;11630;"RC Amicitia Bad Hersfeld";"RCAH";"hersf";"Ami";2;"R";"K";24
1674;11317;"RC Oberhavel Hennigsdorf";"RCO";"ennigsdorf";;1;"R";"K";24
1675;11525;"RC ""Phönix"" Harburg e.V.";"RCPH";"harburg";"phön";2;"R";"K";24
1676;11324;"SV Kloster Lehnin/Rudern";"SVKL";"Lehnin";;1;"S";"K";24
1677;11128;"Akademischer RC Würzburg";"ARCW";"Würzb";"akad";2;"A";"K";24
1678;99241;"AZS Politechnika Wroclaw";"AZSPW";"Wroclaw";;1;"A";"K";24
1679;11029;"Stuttgart-Cannstatter RC";"StCRC";"Cannst";;1;"S";"K";24
1680;99997;"TU Bergakademie Freiberg";;"freiberg";;1;"T";"K";24
1681;11965;"Bessel-Ruder-Club Minden";"Bessel-RC";"Bessel";"mind";2;"B";"K";24
1682;11330;"SV Oderhort Frankfurt/O.";"SVO";"Frankfurt";"oderh";2;"S";"K";24
1683;11707;"Ruderverein Wolgast e.V.";"RVW";"Wolgast";;1;"R";"K";24
1684;90009;"Bundesstützpunkt Rostock";"BSPR";"Rostock";"bundes";2;"B";"K";24
1685;12103;"Ruderverein Saarbrücken.";"RVS";"Saarbrücken";"verein";2;"R";"K";24
1686;15509;"Ruderclub des Johanneums";"RdJ";"Johann";"club";2;"R";"K";24
1687;12206;"Ruderclub Eilenburg e.V.";"RCE";"Eilenburg";;1;"R";"K";24
1688;11902;"Ruder-Club Biggesee Olpe";"RCB";"Biggesee";;1;"R";"K";24
1689;12204;"Pirnaer Ruderverein 1872";"PRV 1872";"Pirnaer";;1;"P";"K";24
1690;11902;"Ruder-Club Biggesee e.V.";"RCB";"Biggesee";;1;"R";"K";24
1691;11506;"Hamburger u. Germania RC";"DHUGRC";"Germania";"hambu";2;"H";"K";24
1692;11911;"Ruderverein Rauxel e.V.";"RVR";"Rauxel";;1;"R";"K";23
1693;11852;"SV Alemannia Salzbergen";"SVA";"Alemanni";"salz";2;"S";"K";23
1694;99991;"BTU Cottbus-Senftenberg";;"Cottbus";"btu";2;"B";"K";23
1695;15826;"SRR Gymnasium Stolzenau";"SRRGS";"Stolzenau";"gymna";2;"S";"K";23
1696;11654;"Ruderverein Cassel 2010";"RVC";"cassel";"2010";2;"R";"K";23
1697;15103;"Goethe-Gymn. Regensburg";"GGR";"Regensbu";"goeth";2;"G";"K";23
1698;11845;"RV Osterholz-Scharmbeck";"RV OSCH";"Scharmbeck";;1;"R";"K";23
1699;12103;"Ruderverein Saarbrücken";"RVS";"Saarbrücken";"verein";2;"R";"K";23
1700;11009;"Heidelberger Ruder Klub";"HRK";"Heidel";"Klub";2;"H";"K";23
1701;11150;"Ruderverein Brombachsee";"RV Brombachsee";"Brombachsee";;1;"R";"K";23
1702;11338;"Wassersport PCK Schwedt";"WPCKS";"Schwedt";"pck";2;"W";"K";23
1703;11807;"Celler Ruderverein e.V.";"CRV";"Celler";;1;"C";"K";23
1704;12009;"TRV Rhenania Bingen e.V";"TRVR";"Rhenania";"bing";2;"T";"K";23
1705;12311;"Wassersportfreunde Burg";"WSFB";"sportfreund";"burg";2;"W";"K";23
1706;11012;"Karlsruher RK Alemannia";"KRA";"karls";"Alemanni";2;"K";"K";23
1707;99216;"Olympic Reserve Rumania";"RU";"rumania";;2;"O";"K";23
1708;11334;"WSV Königs Wusterhausen";"WSVKW";"Wusterhausen";"wsv";2;"W";"K";23
1709;11856;"Ruderverein Uelzen e.V.";"RVU";"Uelzen";;1;"R";"K";23
1710;12426;"Wassersportverein Belau";"WSVB";"Belau";;1;"W";"K";23
1711;16429;"Katharineum Ruder Riege";"KRR";"Katharineum";"riege";2;"K";"K";23
1712;40023;"Kettwiger Regattaverein";"KRRV";"Kettwiger";"regatt";2;"K";"K";23
1713;99956;"Einzelstarter Rendsburg";"EZR";"Einzel";"Rends";2;"R";"K";23
1714;11149;"RC Schondorf Wilde Woge";"RC SWW";"Woge";;1;"R";"K";23
1715;11970;"Reeser Ruderverein 1905";"RRV";"reeser";;1;"R";"K";23
1716;11702;"Anklamer Ruderklub e.V.";"ARK";"Anklamer";;1;"A";"K";23
1717;11911;"Ruderverein Rauxel 1922";"RVR";"Rauxel";;1;"R";"K";23
1718;30027;"Ruderverband Pfalz e.V.";"RVP";"Pfalz";"verband";2;"R";"K";23
1719;12320;"Ruderverein Raguhn 1901";"RVR";"Raguhn";;1;"R";"K";23
1720;11320;"RV Wasserfreunde Erkner";"RVWE";"erkne";;1;"R";"K";23
1721;11012;"Karlsruher RK Allemania";"KRA";"karls";"Alemanni";2;"K";"K";23
1722;12220;"Albis Colonia RG Meißen";"ACRGM";"Colonia";"meiß";2;"A";"K";23
1723;12305;"Hallescher RC im Uni-SV";"HRC";"halle";"uni";2;"H";"K";23
1724;11861;"Ruderverein ARGO Aurich";"RVA";"ARGO";"auri";2;"R";"K";23
1725;11905;"Ruderverein Bochum 1920";"RVB";"Bochum";"verein";2;"R";"K";23
1726;11238;"Berliner Ruderclub Ägir";"BRCÄ";"berlin";"ägir";2;"B";"K";23
1727;11825;"Hildesheimer Ruder-Club";"HRC";"Hildesheimer";;1;"H";"K";23
1728;11002;"Ruderverein Bad Wimpfen";"RVW";"wimpf";;1;"R";"K";23
1729;11601;"Reit- und SV Steinmühle";"RSVS";"Steinm";"sv";2;"R";"K";23
1730;11011;"Heilbronner RG Schwaben";"HRGS";"schwaben";"heil";2;"H";"K";23
1731;12423;"Rendsburger Primaner RC";"RPRC";"Rendsburg";;2;"R";"K";23
1732;12422;"Rendsburger Ruderverein";"RRV";"Rendsburg";;2;"R";"K";23
1733;11014;"RV Neptun e.V. Konstanz";"Neptun Konstanz";"konst";"nept";2;"R";"K";23
1734;15936;"RV Pädagogium Godesberg";"RVPG";"Godesberg";"pädago";2;"R";"K";23
1735;11701;"WSV Einheit Neustrelitz";"WSVN";"Neustrelitz";;1;"W";"K";23
1736;30016;"Hessischer Ruderverband";"HRV";"Hessischer";;1;"H";"K";23
1737;11645;"Rotenburger Ruderverein";"RRV";"Rotenburger";;1;"R";"K";23
1738;11825;"Hildesheimer Ruder-Club";"HilRC";"Hildesheimer";;1;"H";"K";23
1739;11948;"RV Schwarzer Adler Köln";"RVSA";"Schwarzer";;1;"R";"K";23
1740;11339;"Ruder-Club Potsdam e.V.";"RCP";"Potsdam";"club";2;"R";"K";23
1741;11131;"RV Babensham-Wasserburg";"RVB";"Babensha";;1;"R";"K";23
1742;11842;"Oldenburger Ruderverein";"ORVO";"Oldenburg";"verein";2;"O";"K";23
1743;90008;"BSP Ratzeburg / Hamburg";"BSPRH";"ratzebu";"hambu";2;"B";"K";23
1744;15301;"SRR Sportschule Potsdam";"SRR Sportschule Potsdam";"Potsdam";"srr";2;"S";"K";23
1745;11953;"Ruderclub Sorpesee 1956";"RCS";"Sorpesee";;1;"R";"K";23
1746;15830;"SSR Ulrichsgymn. Norden";"SRRUGN";"Ulrichsgym";"nord";2;"S";"K";23
1747;11607;"Frankfurter RG Borussia";"FRGB";"Frankfurt";"boru";2;"F";"K";23
1748;50010;"SRV im Kölner Reg. Vbd.";"SRVK";"köln";"srv";2;"S";"K";23
1749;15911;"SRV Karl-Ziegler-Schule";"SRVKZS";"Ziegler";;1;"S";"K";23
1750;90001;"Bundesstützpunkt Berlin";"BSPB";"berlin";"bundes";2;"B";"K";23
1751;11339;"Ruder-Club Potsdam e.V.";"RCPdm";"Potsdam";"club";2;"R";"K";23
1752;12501;"Ruderclub Roßleben e.V.";"RCR";"Roßle";;1;"R";"K";23
1753;11901;"Yacht- und RC Attendorn";"YRCA";"Attendorn";;1;"Y";"K";23
1754;12419;"Preetzer Ruderclub e.V.";"PRC";"Preetz";;1;"P";"K";23
1755;11026;"Ruder-Club Rastatt 1898";"RCR";"Rastatt";;1;"R";"K";23
1756;11945;"Ruder-Club Preußen e.V.";"RCP";"Preuß";"club";2;"R";"K";23
1757;11610;"Frankfurter RG Germania";"FRGG";"frg";"german";2;"F";"K";23
1758;11302;"Prenzlauer SV Uckermark";"PSV";"mark";"prenz";2;"P";"K";23
1759;11934;"RC 'Westfalen' Herdecke";"RCWH";"westfal";"herd";2;"R";"K";23
1760;11028;"Ruderclub Bad Säckingen";"RCS";"Säcking";;1;"R";"K";23
1761;11920;"RC Borussia Rheinhausen";"RCBR";"Borussia";"rhein";2;"R";"K";23
1762;11841;"Bootsclub Nordhorn e.V.";"BCN";"Nordhorn";;1;"B";"K";23
1763;11935;"RV Emscher Wanne-Eickel";"RVE";"emscher";;1;"R";"K";23
1764;11007;"Ruderclub Grenzach e.V.";"RCG";"grenza";;1;"R";"K";23
1765;11143;"1. Ruderclub-Forggensee";"1. RCF";"Forggensee";;1;"1";"K";23
1766;12317;"RC Alt-Werder Magdeburg";"RCAW";"Werder";"magde";2;"R";"K";23
1767;15918;"SRR Burggymnasium Essen";"SRRBE";"Essen";"srr";2;"S";"K";23
1768;12313;"Rudervereinigung Dessau";"RVD";"dessau";;1;"R";"K";23
1769;12427;"Plöner Ruderverein e.V.";"PRV";"Plöne";;1;"P";"K";23
1770;11956;"Ruderclub Meschede e.V.";"RCM";"Meschede";;1;"R";"K";23
1771;11931;"Ruderclub Hamm von 1890";"RCHAM";"Hamm";"club";2;"R";"K";23
1772;15401;"Oberschule Leibnizplatz";"OS Leibnizplatz";"Leibniz";"ober";2;"O";"K";23
1773;15811;"RR Domgymnasium  Verden";"RRDV";"Verden";"gymnas";2;"R";"K";23
1774;12043;"Schulruderzentrum Mainz";"SRZ Mainz";"Mainz";"schulru";2;"S";"K";23
1775;11522;"Ruder-Club Hamburg e.V.";"RCH";"Hamburg";"club";2;"R";"K";23
1776;11860;"Wolfsburger Ruder-Club";"WRC";"Wolfsburge";;1;"W";"K";22
1777;12303;"HRV Böllberg u. Nelson";"HRBN";"Böll";;1;"H";"K";22
1778;99147;"TSV Rudow 1888, Berlin";;"berlin";"rudow";2;"T";"K";22
1779;11825;"Hildesheimer Ruderclub";"HilRC";"Hildesheimer";;1;"H";"K";22
1780;99207;"EKRV Donau Linz Rudern";"EKRVL";"donau";"linz";2;"E";"K";22
1781;40007;"Hanauer Regatta-Verein";"HRegV";"Hanau";"rega";2;"H";"K";22
1782;19724;"LRV Schleswig Holstein";"LRVSH";"Schleswig";"lrv";2;"L";"K";22
1783;90000;"Deutscher Ruderverband";"DRV";"Deutscher";"verband";2;"D";"K";22
1784;90015;"Bundesstützpunkt Essen";"BSPE";"Essen";"bundes";2;"B";"K";22
1785;11940;"Clever Ruder Club e.V.";"CRC";"Clever";;1;"C";"K";22
1786;99225;"KGR De Hunze Groningen";;"Hunze";;1;"K";"K";22
1787;11003;"Breisacher Ruderverein";"BRV";"Breisa";"ruderv";2;"B";"K";22
1788;15603;"Christian-Rauch-Schule";"CRS";"Rauch";;1;"C";"K";22
1789;11921;"Duisburger Ruderverein";"DuRV";"Duisburger";;1;"D";"K";22
